text,text_summary
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 15 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
 
Bild 12.1 Nutaufbau - Trennung der Windungen mit Zwischenschiebern in der Oberschicht 
 
 
 Bild 13 teileingelegte Wicklung mit abgebundenen Spulenschenkeln, 3 Bunde pro Spule 
Spulenschenkel 
zueinander abbinden 
S
Trennung der 
Windungen mit 
Zwischenschiebern 
","FA 30069 - AA, Siemens, manufacturing instructions, production of 1LH4402, Siemens AG, 13.02.2014, wire winding, wire spools, binding, separation of windings with intermediate spacers, part assembly."
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 16 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
 
Bild 14 alle Spulenenden einer Spule (6 Stück) mit GSGW Band zusammenbinden  
 
Bild 15 teileingelegte Wicklung mit hochgebundenen Sprungspulen   
 
",Siemens AG FA 30069 - AA production instructions for manufacturing a coil assembly.
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 17 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
 
4 Wicklung schalten  
Die Wicklung ist nach den Arbeitsunterlagen – Schaltbild zu schalten. 
Hierbei sind die Fertigungsanweisungen FA 30339, FA 30363, FA 30059 
und FA 30385 zu beachten 
4.1 Wickelkopf bandagieren mit Klebebund radial am     
Wickelkopfinnen- Außendurchmesser  
  
Am Wickelkopfaußen- und Innendurchmesser ist ein Radialbund mit 
Klebeband nach Stückliste aufzubringen Bild 16/17. Die Klebebunde sind 
axial mittig an den Wickelköpfen anzubringen. 
Die Wickelköpfe sind mit Einschnürband nach Zeichnungsstückliste durch 
jede Nut einzuschnüren. 
 
 
 
 
   
 
 
 
Bild 17 
 
  Radialbund  am Wickelkopf Innendurchmesser -  Außen 
 
Bild 16 
Radialbund mit Einschnürband 
am Nutausgang 
 
Radial Klebebund axial mittig 
am Wickelkopfinnen und  
Außendurchmesser  
","Siemens AG Fertigungsanweisung FA 30069: Anfertigen Wicklung 1LH4402. Schalten nach Arbeitsunterlagen, beachten FA 30339, FA 30363, FA 30059, FA 30385. Bandagieren Wickelkopf mit Klebebund radial am Außendurchmesser, axial mittig anbringen."
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 18 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
4.2 Schaltung herstellen 
 
Von den 6 Schaltenden einer Spule werden jeweils zwei Enden gemeinsam 
in einen Isolierschlauch zusammengefasst Bild 18.1.  
Die Wicklungsschaltung ist in zwei getrennte Wicklungssysteme geteilt, 
Wicklungssystem 1 wird links und System 2 rechts ausgeführt, siehe Bild 19      
                                                                                             
 
 
Bild 18 
 
 
 
 
 
 
 
 
 
 
Bild 18.1 
 
Zwei Schaltenden in einen Isolierschlauch 
gefasst 
 
","FA 30069 - AA Siemens I DT LD TD MF-NMA M W TEC Fertigungsanweisung. Anfertigen Stdr. Wicklung 1LH4402. Siemens AG I DT LD P MF-NMA M TEC LV. 4.2 Schaltung herstellen: 6 Schaltenden in 2 Wicklungssysteme geteilt, Bild 18.1."
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 19 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
4.3 Schaltung Distanzstücke einbauen und bandagieren 
 
 
Distanzstücke nach Stückliste gleichmäßig verteilt einbauen 
                       Leitungsabführung  
 
                       System 1 Links          System 2 Rechts 
 
Bild 19 
 
 
 
. 
 
","Siemens AG FA 30069 - AA. Fertigungsanweisung for Siemens AG FA 30069 - AA, dated 13.02.2014. Includes instructions for building and bandaging distance pieces, with diagrams."
"FA 30069 - AA 
  
Siemens 
I DT LD TD MF-NMA 
M W TEC 
Fertigungsanweisung 
 
Anfertigen Stdr. Wicklung 1LH4402 
(SIT) 
Blatt 20 von 20 
 
Siemens AG 
 
I DT LD P MF-NMA M TEC LV  
M.Hetterich  13.02.2014 
 
5 Änderungstabelle 
 
Index 
Änderung 
Datum 
AA 
Neuerstellung 
17.02.2011 
Hetterich 
  
  
  
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
","FA 30069 - AA, Siemens, production instruction, manufacturing process, Siemens AG, M. Hetterich, 13.02.2014, 5th revision table, changes, dates, AA, new creation, 17.02.2011, Hetterich."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 1 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
Verfasser: K. Elsner; E. Oluri 
Abt.: NMA M TEC HV 
 
Produktgruppe: HV 
Baugruppe: Wicklung 
Technologie: Einlegen 
Erstausgabe: 09.03.1992 
Ausgabe Datum 05.01.2015 
Änderungsindex: AD 
Grundsätzlich gilt: 
 
 
Verbindlich sind immer die entsprechenden Zeichnungen und Objektlisten, sowie die zum Auftrag 
gehörenden Arbeitspapiere. 
 
Änderungen der Fertigungsanweisungen in Bezug auf Materialien und deren Sachnummern werden 
nur dann vorgenommen, wenn sie wegen des Fertigungsverfahrens erforderlich sind. 
 
Die Sicherheitsaspekte dieser Fertigungsanweisung müssen dem Mitarbeiter durch die Abteilung 
mittels einer Unterweisung mitgeteilt werden. 
 
 
Verteiler: siehe Teamcenter 
Freigeber: siehe Teamcenter 
 
","Siemens AG, Fertigungsanweisung, NMA M TEC HV, Einlegen und versteifen von HS-Formspulen-Ständerwicklungen in VPI-Ausführung, FA 30338-AD, für internen Gebrauch, Produktgruppe: HV, Baugruppe: Wicklung, Technologie: Einlegen, Erstausgabe: 09.03.1992, Ausgabe Datum: 05.01.2015, Änderungsindex: AD."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 2 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
Inhaltsverzeichnis 
 
1 
Allgemeines .................................................................................................................................. 4 
2 
Ständerblechpaket, Ständerwicklung und Temperaturüberwachung zum Einbau 
vorbereiten .................................................................................................................................... 4 
2.1 
Unterlagen sichten und überprüfen ................................................................................ 4 
2.2 
Ständerblechpaket reinigen ............................................................................................ 4 
2.3 
Gereinigtes Ständerblechpaket auflegen ....................................................................... 5 
2.3.1 
Besonderheit bei aufgeschweißten Zugleisten ............................................................... 5 
2.4 
Sichtkontrolle Ständerblechpaket ................................................................................... 5 
2.5 
Ständerwicklungseinbau vorbereiten .............................................................................. 5 
2.6 
Ständerwicklung einteilen ............................................................................................... 6 
2.7 
Träufelschutzfolie einkleben ........................................................................................... 7 
3 
Temperaturüberwachung ............................................................................................................ 8 
3.1 
Nutwiderstandsthermometer (NT-PT…, KTY…) und Nutkaltleiter (KN-NAT…); 
Standardausführung nicht abgeschirmt .......................................................................... 8 
3.1.1 
Vorbereitung Fühler ........................................................................................................ 8 
3.1.2 
Vorbereitung Zwischenschieber ..................................................................................... 8 
3.1.3 
Thermo mit Zwischenschieber verbinden ....................................................................... 9 
3.2 
Abgeschirmte Nutwiderstandsthermometer (NT-PT…-S…) .......................................... 9 
4 
Ständerwicklung einbauen........................................................................................................ 10 
4.1 
Nutgrundstreifen und Füllstreifen am Nutgrund einlegen ............................................. 10 
4.2 
Zusammenstellung der Ständerwicklung ...................................................................... 10 
4.3 
Ständerspulen pressen ................................................................................................. 11 
4.4 
Ständerspulen einlegen ................................................................................................ 13 
4.4.1 
Temperaturfühlereinbau ............................................................................................... 14 
4.4.2 
Filzzwischenlage (PES-Filz) ......................................................................................... 14 
4.4.3 
Füllung in Nuttiefe ......................................................................................................... 15 
4.4.4 
Sprungspulen einlegen ................................................................................................. 16 
5 
Nutverschluss ............................................................................................................................ 17 
6 
Ständerwicklung versteifen ...................................................................................................... 18 
6.1 
Allgemeines .................................................................................................................. 18 
6.2 
Wickelköpfe ausrichten (Unter- und Oberschicht) ........................................................ 18 
6.3 
Durchtränkbare Wicklungsstützringe ............................................................................ 20 
6.3.1 
Allgemeines zum Versteifen der Unterschicht (6.3.4 u. 6.4.2) ..................................... 20 
",Siemens PD LD P MF-NMA M TEC HV Fertigungsanweisung: Einlegen und versteifen von HS-Formspulen-Ständerwicklungen in VPI-Ausführung.
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 3 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
6.3.2 
Wicklungsstützringe markieren und befestigen ............................................................ 20 
6.3.3 
Spulenversteifungen der Unterschicht .......................................................................... 22 
6.3.4 
Spulenversteifungen der Oberschicht .......................................................................... 23 
6.4 
Ausführung ohne Wicklungsstützringe ......................................................................... 23 
6.5 
Füllung am Blechpaketende ......................................................................................... 24 
6.6 
GFK-Wicklungsstützringe ohne PES – Filz .................................................................. 24 
6.6.1 
Wicklungsstützringe der Unterschicht anpassen und markieren.................................. 24 
6.6.2 
Wicklungsstützringe versteifen ..................................................................................... 25 
6.6.3 
Wicklungsstützringe befestigen .................................................................................... 26 
6.6.4 
Spulenversteifungen der Oberschicht .......................................................................... 26 
7 
Leitungsverlegung der Temperaturfühler ............................................................................... 27 
7.1 
Standardausführung ..................................................................................................... 27 
7.2 
Kaltleiter ( KN-NAT… ) ................................................................................................. 28 
7.3 
Abgeschirmte Temperaturfühler ................................................................................... 28 
7.4 
Stillstandsheizung ......................................................................................................... 28 
7.5  
Besonderheit bei Motoren ohne Lochblech bis ≤ 1,6 KV ............................................. 28 
8 
Zwischenprüfung der Ständerwicklung ................................................................................... 31 
9 
Änderungstabelle ....................................................................................................................... 32 
10 
Hiermit werden folgende Fertigungsanweisungen und Fertigungsergänzungen 
ungültig: ...................................................................................................................................... 33 
10.2 
Fertigungsanweisungen:............................................................................................... 33 
10.3 
Fertigungsänderungsanweisungen: ............................................................................. 33 
","Siemens PD LD P MF-NMA M TEC HV Fertigungsanweisung for Einlegen and versteifen of HS-Formspulen-Ständerwicklungen in VPI-Ausführung. Includes instructions for marking and securing winding support rings, spool stiffening, filling at the end of the metal package, and temperature sensor wiring."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 4 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
1 
Allgemeines 
Folgendes ist beim Einlegen von Ständerwicklungen in VPI-Ausführung zu beachten: 
 Die Blechpakete dürfen nicht auf Durchbiegung belastet werden. 
 Die Auflage- bzw. Ablagefläche muss eben und sauber sein. 
 Für den Transport mit dem Hallenkran muss ein C - Haken gewählt werden, dessen tra-
gender Schenkel länger als das Blechpaket ist. Der Schenkel muss über die ganze Län-
ge tragen und mit einem Schutzbelag versehen sein. 
 Die Wickelwerkzeuge dürfen keine scharfen Kanten und Ecken aufweisen.  
 Hartgewebeleisten mit Scharten und Schlagstellen müssen nachgearbeitet bzw. erneuert 
werden. 
 Belastungen die zu Beschädigungen der isolierten Spulen bzw. Wicklung führen können, 
sind zu unter lassen. 
 
 
Fertigungsmittel: 
Hydraulische Spulenpressvorrichtung, 
Rollengestell, Motorische Schlagschere,  
 
Hallenkran,  
 
 
Werkzeuge: 
Wicklerwerkzeuge, Wickelhölzer 
 
2 
Ständerblechpaket, Ständerwicklung und Tem-
peraturüberwachung zum Einbau vorbereiten 
2.1 
Unterlagen sichten und überprüfen 
Die Unterlagen sind an Hand der Objektliste auf Richtig- und Vollständigkeit zu überprüfen. 
Eventuelle Fehler und Unstimmigkeiten klären und berichtigen lassen. Dabei muss auf Be-
sonderheiten und spezielle Kundenwünsche (z. B. Temperaturfühler, Lage Klemmenkasten, 
“WET-Test“ usw.) geachtet werden.  
2.2 
Ständerblechpaket reinigen 
Das angelieferte Blechpaket wird außerhalb des Wickeleibereiches (Stanzerei) gereinigt. 
Die Vorreinigung mit Pressluft muss bereits in der Stanzerei erfolgen! 
 Bei längerer Lagerung des Ständerblechpaketes muss es vor Anlieferung an den Ar-
beitsplatz, in der Lagerstätte nochmals gereinigt werden! 
","Siemens PD LD P MF-NMA Fertigungsanweisung: Einlegen und versteifen von HS-Formspulen-Ständerwicklungen in VPI-Ausführung. Vorgabe: keine Durchbiegung, ebene und saubere Auflagefläche, Transport mit C-Haken, keine scharfen Kanten, keine Beschädigungen isolierter Spulen. Fertigungsmittel: Hydraulische Spulenpressvorrichtung, Rollengestell, Motorische Schlagschere, Hallenkran. Werkzeuge: Wicklerwerkzeuge, Wickelhölzer."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 5 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
2.3 
Gereinigtes Ständerblechpaket auflegen 
Das gereinigte Blechpaket wird mit dem Hallenkran auf das Rollengestell abgelegt.  
Beim Auflegen des Blechpaketes ist auf die Schaltseite zu achten (siehe Zeichnung/ 
Objektliste). 
Axiales Abrollen des Blechpaketes während des Wicklungseinbaus muss vom Mitarbeiter 
korrigiert werden. 
Die Seite des Blechpaketes, auf der die Fabriknummer mit Schlagzahlen an der Stirnseite 
bei der Paßfedernut eingeschlagen wird, wird BS-Seite genannt! 
2.3.1 
Besonderheit bei aufgeschweißten Zugleisten 
Bei diesen sind vor dem Auflegen des Ständerblechpaketes auf das Rollengestell Laufhölzer 
anzubringen (Abbildung 1). 
 
 
Abbildung 1 
2.4 
Sichtkontrolle Ständerblechpaket 
Das gesäuberte Blechpaket ist außen und innen (Nut für Nut) mit einer Kontrollsichtung auf 
Verunreinigungen (z.B. Grate, Späne, Schweißperlen), sowie vorstehende Bleche zu über-
prüfen! An den Wickelplätzen darf nicht mit Pressluft ausgeblasen werden, da Späne aus 
den Nuten auf die Wicklung eines benachbarten Ständers geblasen werden könnten! 
Nacharbeiten (z.B. Feilen, Entgraten) sind mit dem Meisterbüro bzw. Technologie abzustim-
men und außerhalb des Wickeleibereiches durchzuführen oder mittels Staubsauger und ent-
sprechender Düse abzusaugen/reinigen! 
2.5 
Ständerwicklungseinbau vorbereiten 
Die (isolierten und nach Zeichnung/Objektliste zusammengestellten) Spulensätze stehen auf 
den Bereitstellflächen Spulenfertigung bereit. Anhand der Arbeitspapiere ist der benötigte 
Spulensatz anzufordern. 
","Siemens PD LD P MF-NMA M TEC HV production instruction. Task is to insert and secure flat wire coil spools on a VPI basis. Steps include: 1) laying clean coil package on the rolling frame, 2) checking for impurities, 3) preparing the coil package for winding, and 4) assembling the coil package with isolated and assembled coil sets."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 6 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
2.6 
Ständerwicklung einteilen 
Festlegen der Nut 1, Abführung der Ständerleitungen und der Temperaturüberwa-
chung 
Die Lage der Paßfedernut ist grundsätzlich unten! 
Die Lage der Nut 1 richtet sich nach der Lage des Klemmenkastens (Zeichnung). 
Die Nut 1, die Abführungen der Ständerleitungen und der Temperaturüberwachung ist auf 
der Ständerblechpaket-Schaltseite (Stirnseite) anzuzeichnen  und erfolgt nach Schaltbild 
(Abbildung 2). Der Nutsprung  ist auf der Zeichnung/Objektliste angegeben (Abbildung 3). 
 
Anmerkung: Die genaue Position der Nut 1 zur Keilnut wird im Prüffeld dokumentiert. 
 
Bei der Temperaturüberwachung ist auf den Einbauort (aus Tabelle Einbauorte Temperatur-
fühler, siehe Objektliste) zu achten (AS oder BS). 
 
   
 
 Abbildung 2  
 
 
    Abbildung 3 
 
       W1 = Oberschenkelnut (Nut 1) 
                        Keilnut                      
 
    Unterschenkelnut ( z.B.: Nutsprung 1 - 9 ) 
 
","Siemens PD LD P MF-NMA M TEC HV manufacturing instructions. The document outlines the assembly process for HS-form spool winding in VPI execution. It covers the division of the stand development, setting the nut 1, guiding the stand leads and temperature monitoring. The nut 1 location is determined by the clip nut position and is marked on the stand plate side. The document also includes illustrations and notes on the correct installation of temperature sensors."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 7 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
2.7 
Träufelschutzfolie einkleben 
In die Ständerbohrung wird am ganzen Umfang und über die ganze Paketlänge eine selbst-
klebende Hostaphanfolie (SAP-Sach-Nr.: 1831105300) eingeklebt (Abbildung 4). 
Die Folie muss auf jeder Seite einen fingerbreiten Überstand haben (ca. 10 – 20 mm). 
Anschließend wird die Folie mit speziellen Messern in der Mitte der Nut aufgeschlitzt (Abbil-
dung 5 u. 6). 
Die Träufelschutzfolie (Hostaphanfolie) soll verhindern, dass die Spulenisolierung beim Ein-
legen durch die scharfen Nutkanten beschädigt wird. 
 
   
   
 
Abbildung 4 
 
 
 Abbildung 5 
 
 
     Abbildung 6 
","Siemens PD LD P MF-NMA Fertigungsanweisung: Einlegen und versteifen von HS-Formspulen-Ständerwicklungen in VPI-Ausführung. Träufelschutzfolie einkleben in die Ständerbohrung, aufschlitzten und verhindern Beschädigung der Spulenisolierung."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 8 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
3 
Temperaturüberwachung  
Ist eine Temperaturüberwachung vorgegeben, die nicht bereitgestellt ist, so ist diese für den 
Einbau vorzubereiten.  
Es ist darauf zu achten, dass pro Auftrag Temperaturfühler eines Lieferanten zu verwenden 
sind. 
3.1 
Nutwiderstandsthermometer (NT-PT…, KTY…) und Nutkalt-
leiter (KN-NAT…); Standardausführung nicht abgeschirmt 
3.1.1 
Vorbereitung Fühler 
 Anschlussleitungen abrollen, Bezeichnungsfahnen abnehmen und PUR-Schlauch 
(d = 3mm) über beide Anschlussleitungen schieben (sofern nicht bereits vom Lieferanten 
aufgebracht) 
 Anschlussleitungen aufrollen, mit Gummiband umspannen und Bezeichnungsfahne wie-
der anbringen. 
a) Einbauort am Nutende  
 Länge PUR-Schlauch 150 mm + mindestens 10 mm für Einbau (Abbildung 7).  
b) Einbauort in Nutmitte 
 Länge PUR-Schlauch wird so angepasst, dass ein Überstand von 150 mm ab Zwischen-
schieber entsteht.  
3.1.2 
Vorbereitung Zwischenschieber 
a) Einbauort am Nutende (Abbildung 7) 
 Zwischenschieber auflegen, Länge Nutthermometer + 10 mm abmessen und anzeichnen.  
 Bis zur angezeichneten Stelle 3 mm vom Zwischenschieber abnehmen. Bei 3 mm Zwi-
schenschieberdicke wird dieser direkt an der markierten Stelle abgezwickt. 
 Distanzstreifen auf entsprechende Länge des markierten Zwischenschiebers zuschnei-
den. 
b) Einbauort in Nutmitte (Abbildung 9) 
 Zwischenschieber auflegen, Mitte Zwischenschieber + Hälfte Nutthermometer abmessen 
und anzeichnen. 
 Bis zur angezeichneten Stelle 3 mm vom Zwischenschieber abnehmen. Bei 3 mm Zwi-
schenschieberdicke wird dieser direkt an der markierten Stelle abgezwickt. 
 Distanzstreifen auf entsprechende Länge des markierten Zwischenstreifens zuschneiden. 
","Temperaturüberwachung is required for NMA M TEC HV. If not provided, it must be prepared. Use temperature probes from a single supplier per order. The document provides instructions for preparing and installing nut resistance thermometers (NT-PT, KTY) and nut cold-leads (KN-NAT)."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 9 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
3.1.3 
Thermo mit Zwischenschieber verbinden 
a) Einbauort am Nutende (Abbildung 7) 
 Nutthermometer mittig an der markierten Stelle am Zwischenschieber anlegen und beid-
seitig bis zur Zwischenschieberbreite mit Distanzstreifen auffüllen. 
 Klebeband mittig an markierter Stelle ansetzen, Zwischenschieber, Distanzstreifen und 
Nutthermometer gemeinsam mit Klebeband fixieren (ca. 2 x umwickelt). 
 PUR-Schlauch, Distanzstreifen, Nutthermometer und ggf. Zwischenschieber mittels Kle-
bebund fixieren (ca. 2 x umwickelt). 
 
   
 
Abbildung 7                                          Abbildung 8                              
b) Einbauort in Nutmitte (Abbildung 9) 
Wie unter a), und im Abstand von maximal 100mm weitere Klebebunde (ca. 2x umwickelt) 
zur Fixierung angebracht. 
 
 
Abbildung 9 
3.2 
Abgeschirmte Nutwiderstandsthermometer (NT-PT…-S…) 
Temperaturfühlerelement und Thermoleitung dürfen nicht geknickt werden! 
a) Vorbereitung Fühler 
Wie unter 3.1.1, jedoch wird der PUR-Schlauch (d = 3 mm, 150 mm lang) einzeln über die 
Anschlussleitungen geschoben. Die Anschlussleitungen aufrollen, statt mit Gummiband um-
sponnen, mit Kabelbindern an zwei Stellen fixieren (Abbildung 8). 
b) Vorbereitung Zwischenschieber 
Wie unter 3.1.2 a) + b). Bei Bedarf sind zusätzliche Distanzstreifen zu schneiden. 
c) Montage 
Wie unter 3.1.3 a) + b) 
","Siemens PD LD P MF-NMA Fertigungsanweisung: Einlegen und versteifen von HS-Formspulen-Ständerwicklungen in VPI-Ausführung FA 30338-AD. Thermo mit Zwischenschieber verbinden: Einbauort am Nutende oder in Nutmitte, Nutthermometer mittig an der markierten Stelle anlegen, Distanzstreifen auffüllen und Klebeband fixieren. Abgeschirmte Nutwiderstandsthermometer (NT-PT-S...): Temperaturfühlerelement und Thermoleitung nicht geknickt werden, Vorbereitung Fühler und Zwischenschieber, Montage wie unter 3.1.3 a) + b)."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 10 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
4 
Ständerwicklung einbauen 
 Das Einlegen der Ständerwicklung erfolgt immer mit 2 Personen. 
4.1 
Nutgrundstreifen und Füllstreifen am Nutgrund einlegen 
Sofern nicht beigestellt, nach Angabe in der Zeichnung/Objektliste Nutgrundstreifen oder 
Nutgrundfüllstreifen schneiden (Elektrische Schlagschere) und einlegen.  
 
Müssen die Nutgrundstreifen zusammengeklebt werden, gibt es folgende Möglichkeiten: 
Vor dem Schneiden der Nutgrundstreifen: 
 Sind die Platten zum Schneiden der Nutgrundstreifen zu klein, können sie stoßend mit 
Klebeband (BAND DIN40631-0,045x50-K50-BL, Sach-Nr. 193702700) beidseitig zu-
sammengeklebt werden (Abbildung 10) 
Bei geschnittenen Nutgrundstreifen: 
 Können die Nutgrundstreifen, wegen zu großer Abmessung, nicht in einem geschnitten 
werden, sind diese mit Klebeband (BAND DIN40631-0,045x50-K50-BL, Sach-Nr. 
193702700) stoßend und 1,5 mal umwickelt zu kleben (Abbildung 10a). 
 
    
Abbildung 10 
 
4.2 
Zusammenstellung der Ständerwicklung 
Beim Einlegen ist vom Mitarbeiter an der Schaltseite auf eine richtige Zusammenstellung der 
Spulen nach Zeichnung zu achten. 
 
 
","Siemens PD LD P MF-NMA M TEC HV production instruction: assembling and securing HS-form spool winding (flat wire) in VPI execution. Instructions for assembling the spool winding with 2 people, including cutting and inserting nut and fill strips, and options for bonding the strips together using adhesive tape."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 11 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
4.3 
Ständerspulen pressen 
Jede Spule (Ober- und Unterschenkel) ist unmittelbar vor dem Einlegen, nach den Einstell-
parametern der hydraulischen Spulenpresse im geraden Teil zu pressen.  
 Die Pressleisten sind der jeweiligen Spulenlänge so anzupassen (Abbildung 11), dass 
nur im Bereich des AGS gepresst  wird (Abbildung 12). 
 Die notwendige Pressleistenlänge = Blechpaketlänge + 10 mm. 
 Ist die erforderliche Preßleiste nicht vorhanden, kann nach Abklärung mit dem Mei-
ster/Vorarbeiter die Spule mit einer halben Pressleistenlänge zweimal gepresst werden 
(Abbildung 13 u. 14). 
 Für den Pressdruck ist anstatt der Schenkellänge die Pressleistenlänge anzugeben. 
 Die Spule ist während des Pressvorganges so zu halten, dass der zu pressende Nutteil 
nicht verkantet wird. 
 
   
 
Abbildung 11                                                            Abbildung 12 
 
   
 
 Abbildung 13                                                           Abbildung 14 
 
 
","Siemens PD LD P MF-NMA M TEC HV production instruction. Instructions for inserting and securing HS-form spool windings (flat wire) in VPI execution. Each spool (upper and lower leg) must be pressed immediately before insertion, according to hydraulic press settings. Pressing must only occur in the AGS area, and the required press length is the length of the sheet package plus 10mm."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 12 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
Der Pressdruck der Presse ist nach folgendem Diagramm, abhängig vom Spulenquerschnitt 
und der Blechpaketlänge, einzustellen: 
 
Einstellparameter Spulenpresse IPM 2
20
40
60
80
100
120
140
160
180
200
220
240
300
400
500
600
700
800
900 1000 1100 1200 1300 1400 1500
Schenkellänge in mm
Druck in bar
15
20
25
30
35
40
45
50
Schenkelhöhe
Bsp 1.: Länge 650 und Höhe 22
Bsp 2.: Länge 1225 und Höhe 30
 
 
 
 
 
","Siemens production instruction for winding flat wire in VPI execution. The document outlines the setup parameters for the press pressure of the Spulenpresse IPM 2, dependent on the wire cross-section and package length."
